code,neuromusc,cvd,respiratory,renal,gi,hemato_immu,metabolic,congeni_genetic,malignancy,neonatal,tech_dep,transplant,ccc_flag
037M3E6,0,0,0,0,0,0,0,0,0,0,0,0,0
037M3Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
037M4G6,0,0,0,0,0,0,0,0,0,0,0,0,0
037N06Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037N0FZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037N456,0,0,0,0,0,0,0,0,0,0,0,0,0
037N4F6,0,0,0,0,0,0,0,0,0,0,0,0,0
037N4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037P0E6,0,0,0,0,0,0,0,0,0,0,0,0,0
037P0EZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037P35Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q04Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q06Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q07Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q366,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q3E6,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q3Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q44Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Q47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037R0Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
037R0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037R366,0,0,0,0,0,0,0,0,0,0,0,0,0
037R3E6,0,0,0,0,0,0,0,0,0,0,0,0,0
037R3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037S05Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037S0D6,0,0,0,0,0,0,0,0,0,0,0,0,0
037S356,0,0,0,0,0,0,0,0,0,0,0,0,0
037S3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037S476,0,0,0,0,0,0,0,0,0,0,0,0,0
037S4DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037S4FZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037T046,0,0,0,0,0,0,0,0,0,0,0,0,0
037T056,0,0,0,0,0,0,0,0,0,0,0,0,0
037T0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037T3G6,0,0,0,0,0,0,0,0,0,0,0,0,0
037T3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037T47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037T4DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037T4Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
037U0G6,0,0,0,0,0,0,0,0,0,0,0,0,0
037U35Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037U3GZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037U44Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037U456,0,0,0,0,0,0,0,0,0,0,0,0,0
037U45Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037U466,0,0,0,0,0,0,0,0,0,0,0,0,0
037U476,0,0,0,0,0,0,0,0,0,0,0,0,0
037V046,0,0,0,0,0,0,0,0,0,0,0,0,0
037V066,0,0,0,0,0,0,0,0,0,0,0,0,0
037V3F6,0,0,0,0,0,0,0,0,0,0,0,0,0
037V476,0,0,0,0,0,0,0,0,0,0,0,0,0
037V4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y34Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y36Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y3D6,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y3EZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y3GZ,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y446,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y45Z,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y4D6,0,0,0,0,0,0,0,0,0,0,0,0,0
037Y4G6,0,0,0,0,0,0,0,0,0,0,0,0,0
039100Z,0,0,0,0,0,0,0,0,0,0,0,0,0
039130Z,0,0,0,0,0,0,0,0,0,0,0,0,0
039200Z,0,0,0,0,0,0,0,0,0,0,0,0,0
0272476,0,0,0,0,0,0,0,0,0,0,0,0,0
02724GZ,0,0,0,0,0,0,0,0,0,0,0,0,0
0273456,0,0,0,0,0,0,0,0,0,0,0,0,0
02734F6,0,0,0,0,0,0,0,0,0,0,0,0,0
02734GZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02734Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
027F34Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027F3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027F44Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027H0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027J3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027P0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027Q0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027R04T,0,0,0,0,0,0,0,0,0,0,0,0,0
027R3DT,0,0,0,0,0,0,0,0,0,0,0,0,0
027R4DT,0,0,0,0,0,0,0,0,0,0,0,0,0
027S04Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027S44Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027T04Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027V4DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027W04Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027X0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027X44Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02884ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B43ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B44ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B63ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B64ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B90ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B94ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BG0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BH3ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BJ0ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BL4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BM0ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BN0ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BP4ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BQ3ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BR4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BS3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BT3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BV0ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BW3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BW4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C00ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C03ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C04Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
02C23ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C24Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
02C34Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
02C74ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CD3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CF0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CK4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CL4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CP0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CP3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CW3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02FP3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H402Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H40MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H432Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H43KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H60MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H632Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H64YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H730Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H74YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HA0RZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HA3YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HA4QZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HA4RS,0,1,0,0,0,0,0,0,0,0,1,0,1
02HK03Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK0NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK3JZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HK3KZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HL03Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HN0MZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HN30Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HN4JZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HN4MZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HP42Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR03Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR33Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR40Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HS32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HT03Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HV0YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HW43Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02LQ3CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LR0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LR4CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LS3CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LT0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LT0ZZ,0,1,0,0,0,0,0,0,0,0,0,0,1
02LV0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02LV3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02N04ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02ND3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NF4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NG3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NK0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NL0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NP0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NQ0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02NQ4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA03Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA33Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA3CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA3RS,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA4CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PA4RZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PY0JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PY3CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02PY42Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02PY4CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02Q03ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02Q13ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02Q94ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QA0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QA4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QB0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QC3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QL3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QM3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QQ4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02QR3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02R548Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02R60JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02R907Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02R90KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02R94JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RF38N,0,0,0,0,0,0,0,0,0,0,0,0,0
02RF3JH,0,0,0,0,0,0,0,0,0,0,0,0,0
02RF47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RG0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RG37H,0,0,0,0,0,0,0,0,0,0,0,0,0
02RH38H,0,0,0,0,0,0,0,0,0,0,0,0,0
02RJ37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RK47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RL47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RN4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RQ08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RQ0JZ,0,1,0,0,0,0,0,0,0,0,0,0,1
02RQ4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RR4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RT4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RV0JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RW08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02RW4JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RX0JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RX0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02RX47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02SW0ZZ,0,1,0,0,0,0,0,0,0,0,0,0,1
02SX0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02T50ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02T53ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02TM4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02TN0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U137Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02U14JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U207Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02U238Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02U24JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U337Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02U33KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U537Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02U53KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U63JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U90JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02U937Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UA0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UD38Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UF0JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UF37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UG0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UG37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UG4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UH07Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UJ0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UJ3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UJ4JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UK0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UL38Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UL4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UM4JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UN37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UP07Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UP0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UP4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UR07Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UR08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02US0KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UV07Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UV3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UV48Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UW08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UW0JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UW3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02UX08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02UX4JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VA3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VA4CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VL3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VP0CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VP4DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VQ3CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VR0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VR4CT,0,0,0,0,0,0,0,0,0,0,0,0,0
02VR4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VS3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VT4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VV0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VW0FZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VW3EZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VX3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VX4CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02VX4EZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA0NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA0RS,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA0YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA33Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA3MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA4KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA4NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WA4RZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02WAXJZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WF08Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WF3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WF47Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WH3JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WJ37Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WY0YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WY38Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02WY3KZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02WY4JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
0312099,0,0,0,0,0,0,0,0,0,0,0,0,0
031209D,0,0,0,1,0,0,0,0,0,0,1,0,1
03120AB,0,0,0,0,0,0,0,0,0,0,0,0,0
03120AD,0,0,0,1,0,0,0,0,0,0,1,0,1
03120JB,0,0,0,0,0,0,0,0,0,0,0,0,0
03120K0,0,0,0,0,0,0,0,0,0,0,0,0,0
03120K1,0,0,0,0,0,0,0,0,0,0,0,0,0
03120K6,0,0,0,0,0,0,0,0,0,0,0,0,0
03120K7,0,0,0,0,0,0,0,0,0,0,0,0,0
03120KC,0,0,0,0,0,0,0,0,0,0,0,0,0
03120Z3,0,0,0,0,0,0,0,0,0,0,0,0,0
03120Z5,0,0,0,0,0,0,0,0,0,0,0,0,0
03120ZF,0,0,0,1,0,0,0,0,0,0,1,0,1
03120ZK,0,0,0,0,0,0,0,0,0,0,0,0,0
03130A0,0,0,0,0,0,0,0,0,0,0,0,0,0
03130A1,0,0,0,0,0,0,0,0,0,0,0,0,0
03130A7,0,0,0,0,0,0,0,0,0,0,0,0,0
03130JB,0,0,0,0,0,0,0,0,0,0,0,0,0
03130JD,0,0,0,1,0,0,0,0,0,0,1,0,1
03130K0,0,0,0,0,0,0,0,0,0,0,0,0,0
03130K7,0,0,0,0,0,0,0,0,0,0,0,0,0
0314099,0,0,0,0,0,0,0,0,0,0,0,0,0
031409D,0,0,0,1,0,0,0,0,0,0,1,0,1
03140A4,0,0,0,0,0,0,0,0,0,0,0,0,0
03140A6,0,0,0,0,0,0,0,0,0,0,0,0,0
03140AJ,0,0,0,0,0,0,0,0,0,0,0,0,0
03140J2,0,0,0,0,0,0,0,0,0,0,0,0,0
03140JD,0,0,0,1,0,0,0,0,0,0,1,0,1
03140K4,0,0,0,0,0,0,0,0,0,0,0,0,0
027L3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027L4DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027P34Z,0,0,0,0,0,0,0,0,0,0,0,0,0
027Q3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027R0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
027R0ZT,0,0,0,0,0,0,0,0,0,0,0,0,0
027S3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02890ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B43ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B44ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B63ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B64ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02B83ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B90ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02B94ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BG0ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BH3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BJ0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BL3ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BL4ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BM3ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BN0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BN4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BP4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BQ3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BR4ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BS3ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BV0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02BV4ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02BW4ZX,0,0,0,0,0,0,0,0,0,0,0,0,0
02C00Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
02C23Z7,0,0,0,0,0,0,0,0,0,0,0,0,0
02C24ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C33Z6,0,0,0,0,0,0,0,0,0,0,0,0,0
02C33ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C34ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C63ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C64ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C90ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02C93ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CD0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CJ4ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CK3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CM0ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CQ3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CR3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02CS3ZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02FNXZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02FS3Z0,0,0,0,0,0,0,0,0,0,0,0,0,0
02H03YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H10DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H13DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H23DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H400Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H40KZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02H40YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H43DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H44DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H44KZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02H600Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H633Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02H64KZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02H70DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02H70JZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HA3RZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK00Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK3YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK4MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HK4YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HL0MZ,0,1,0,0,0,0,0,0,0,0,1,0,1
02HL40Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HL43Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HL4NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HN0YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HN32Z,0,0,0,0,0,0,0,0,0,0,0,0,0
02HN3YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HP0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HP3YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR3DZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HR4YZ,0,0,0,0,0,0,0,0,0,0,0,0,0
02HS33Z,0,0,0,0,0,0,0,0,0,0,0,0,0
